no,dongCode,lat,lng
75,1159010900,37.48786368,126.9115009
76,1129013400,37.60839154,127.0287256
77,1156011000,37.52293226,126.924273
78,1129013400,37.60432042,127.0223683
79,1153010100,37.5106508,126.889204
80,1130510400,37.66296592,127.0122943
81,1129013400,37.60839154,127.0287256
82,1111014100,37.5765873,126.9851109
83,1153011100,37.48262978,126.8341818
84,1144012700,37.57633796,126.8931989
85,1129012500,37.58648758,127.0309577
86,1156010500,37.51721267,126.9039142
87,1165010200,37.46246166,127.0369353
88,1147010300,37.52400836,126.8417967
89,1144012400,37.5597257,126.9217409
90,1121510500,37.53644365,127.0840399
91,1126010100,37.59234997,127.0766176
92,1168010100,37.50427616,127.0409225
93,1144012000,37.55149077,126.9139374
94,1150010600,37.55185198,126.824639
95,1135010500,37.67223673,127.0517216
96,1121510300,37.54370566,127.0863048
97,1165010700,37.50711049,127.0098611
98,1171010700,37.49582882,127.1250903
99,1117010700,37.55348367,126.9735408
100,1114011100,37.56533379,126.9809849
101,1168010100,37.49771838,127.0334179
102,1135010600,37.63991755,127.0642452
103,1174010700,37.55450332,127.1357793
104,1129013800,37.6130925,127.0383261
105,1126010400,37.61451247,127.0750637
106,1165010800,37.50272196,127.0238869
107,1147010200,37.52714654,126.8746818
108,1144010100,37.55250823,126.956827
109,1135010300,37.63306923,127.0767711
110,1123010400,37.57893642,127.0430564
111,1129013400,37.60839154,127.0287256
112,1156010100,37.51566141,126.9076472
113,1168010100,37.5046235,127.0250158
114,1174010600,37.52846088,127.1479142
115,1156011000,37.51767211,126.9274594
116,1114011800,37.5570885,126.9736159
117,1159010700,37.49016945,126.9707102
118,1114011800,37.5554468,126.9754832
119,1168010400,37.52104907,127.0571227
120,1120012200,37.55961111,127.0681027
121,1126010200,37.59832307,127.0916054
122,1144012000,37.55578355,126.9153351
123,1150010500,37.56349459,126.8393406
124,1165010200,37.47633113,127.0438575
125,1154510100,37.47239668,126.8925402
126,1168010500,37.50664308,127.0483685
127,1138010600,37.60892337,126.9208838
128,1153011000,37.49611845,126.82419
129,1123010200,37.57773279,127.0313656
130,1174010300,37.54881202,127.1753075
131,1126010500,37.60266216,127.107623
132,1165010700,37.50851957,127.0221714
133,1147010300,37.52301799,126.8455565
134,1144012700,37.57571286,126.889959
135,1159010900,37.49132182,126.924082
136,1150010600,37.55197291,126.8341097
137,1162010300,37.47298446,126.9725625
138,1156011700,37.53055887,126.9079957
139,1150010200,37.54557739,126.8620021
140,1144011500,37.54746762,126.9242713
141,1147010100,37.52150726,126.8625827
142,1117013000,37.53149915,126.9967197
143,1147010100,37.52425641,126.8524384
144,1123010900,37.58789961,127.0562121
145,1117010900,37.54821882,126.964967
146,1144012700,37.58336687,126.880867
147,1130510100,37.61437708,127.0345377
148,1117013300,37.52320664,126.9910951
149,1111017300,37.5858274,126.9951078
150,1168011000,37.52735907,127.0274466
151,1162010100,37.47529794,126.9640515
152,1144010200,37.54590251,126.9506045
153,1121510700,37.54747972,127.0688309
154,1150010300,37.55482629,126.8512794
155,1154510200,37.45909138,126.9006035
156,1144012700,37.5811105,126.8909658
157,1147010200,37.52714654,126.8746818
158,1117012500,37.53046119,126.967249
159,1129010500,37.58877539,127.0080783
160,1129013400,37.60839154,127.0287256
161,1123010600,37.56232984,127.0609718
162,1147010100,37.52810096,126.8539974
163,1168011000,37.52735907,127.0274466
164,1144012000,37.55243282,126.9213593
165,1121510100,37.56531388,127.0864372
166,1162010200,37.47412992,126.9201454
167,1141011600,37.55614756,126.9385317
168,1117011300,37.53496821,126.9633398
169,1147010200,37.52714654,126.8746818
170,1174010500,37.54096368,127.1386853
171,1156010600,37.51991398,126.906635
172,1174010900,37.5377489,127.1352598
173,1174010500,37.53684841,127.1452389
174,1111017500,37.57823243,127.0155205
175,1154510200,37.46223941,126.9009644
176,1120010700,37.55477747,127.0273846
177,1162010100,37.4831684,126.9391467
178,1121510700,37.54124033,127.0683088
179,1123010100,37.57548528,127.0254172
180,1156013200,37.50349817,126.9096906
181,1147010300,37.53206198,126.8315685
182,1147010300,37.52640444,126.8463302
183,1156010400,37.51837246,126.9075285
184,1154510200,37.47299033,126.8972458
185,1168010100,37.50053862,127.0422596
186,1135010300,37.61879608,127.0755317
187,1156012100,37.51989912,126.8905489
188,1138010300,37.61160793,126.9377099
189,1144012700,37.58161368,126.8860333
190,1156010500,37.51718283,126.9055549
191,1165010300,37.45647264,127.0154346
192,1159010200,37.49677779,126.9516542
193,1130510100,37.61823117,127.0254825
194,1171010100,37.50932294,127.0806953
195,1141011600,37.56098088,126.9309588
196,1111017000,37.58966196,126.9988948
197,1156010800,37.52486287,126.9058952
198,1126010600,37.61086048,127.0956323
199,1150010600,37.54811715,126.836003
200,1159010100,37.51340048,126.9423725
201,1150010200,37.56124918,126.8539086
202,1168010800,37.51020596,127.0399191
203,1150010900,37.56757466,126.8084314
204,1147010200,37.52714654,126.8746818
205,1141011900,37.58406484,126.9111773
206,1120011800,37.54862558,127.0656026
207,1114013900,37.56079433,126.9991001
208,1117010700,37.55108128,126.9728948
209,1165010100,37.49405567,126.9845551
210,1117013100,37.53154216,127.0071396
211,1153010200,37.48150514,126.8991672
212,1165010700,37.49842867,127.0018105
213,1120011000,37.55367211,127.0201104
214,1123010900,37.58582443,127.0671986
215,1123010600,37.56696471,127.0625437
216,1147010300,37.53341617,126.8327467
217,1120011400,37.5458307,127.0440117
218,1138010400,37.61865868,126.9193724
219,1154510100,37.47343012,126.8855382
220,1156013300,37.50301972,126.8960125
221,1135010500,37.655787,127.0622554
222,1165010200,37.47386027,127.0402825
223,1135010600,37.64364882,127.0850481
224,1111012800,37.5726281,126.9846892
225,1171010100,37.51066798,127.0821719
226,1147010300,37.53851804,126.8329501
227,1168011800,37.48521108,127.0433034
228,1159010200,37.50319887,126.9341584
229,1171010200,37.51363101,127.1042839
230,1132010700,37.64816538,127.0355736
231,1162010200,37.48307943,126.9134925
232,1132010600,37.66930114,127.0407978
233,1168010500,37.50950708,127.0639866
234,1162010100,37.47929822,126.9476925
235,1123010600,37.57738108,127.0739948
236,1123011000,37.59389441,127.0576991
237,1165010800,37.48788506,127.0113023
238,1168011100,37.46709249,127.1020811
239,1141011600,37.55606915,126.9358278
240,1165010300,37.46411818,127.0257681
241,1144012300,37.55475917,126.9039304
242,1114016200,37.55740249,127.0125462
243,1168010400,37.52397744,127.0559884
244,1135010500,37.67761805,127.0553601
245,1130510300,37.64291707,127.0111094
246,1168010100,37.50234884,127.0388209
247,1156011400,37.52894359,126.8961058
248,1159010200,37.50135906,126.9329744
249,1168010800,37.51934385,127.0301412
250,1174010800,37.52865441,127.1275242
251,1123010200,37.57429768,127.0377158
252,1114017100,37.56039371,126.9662021
253,1130510100,37.61458728,127.0305026
254,1121510100,37.55655585,127.0818131
255,1130510100,37.62603041,127.0250295
256,1168010600,37.50687137,127.0622664
257,1114011000,37.56761415,126.9884022
258,1165010700,37.4994187,126.9984836
259,1168010600,37.49695993,127.0532526
260,1165010800,37.48615973,127.0151017
261,1135010200,37.64103923,127.0523789
262,1171010200,37.51363101,127.1042839
263,1130510200,37.62090638,127.0452147
264,1165010300,37.45971911,127.0244462
265,1162010200,37.48115192,126.9125933
266,1168011300,37.47191572,127.1059803
267,1147010200,37.53697396,126.8867317
268,1159010200,37.49625126,126.9532448
269,1156012700,37.53395556,126.8924904
270,1156012600,37.52571226,126.8830525
271,1168010100,37.4948493,127.0451482
272,1156010500,37.51622711,126.9045169
273,1123010300,37.57864733,127.037422
274,1117012900,37.51890428,126.9811415
275,1156012300,37.51719518,126.8837677
276,1129011800,37.59262159,127.0208795
277,1135010300,37.62877599,127.088969
278,1111012500,37.57471451,126.9790005
279,1171010100,37.51197604,127.0870198
280,1154510300,37.45358747,126.9017352
281,1168010100,37.49882739,127.0335054
282,1111016400,37.57143525,127.0065197
283,1135010500,37.65526643,127.0613779
284,1144010300,37.54348098,126.9528904
285,1132010500,37.65091394,127.0268461
286,1168010600,37.50378314,127.0614341
287,1123010400,37.58249252,127.0685875
288,1144011000,37.55403235,126.9357776
289,1165010900,37.45766171,127.0710421
290,1153010100,37.50667613,126.8862204
291,1162010200,37.47929082,126.9318071
292,1138010700,37.59726939,126.9214711
293,1120011200,37.54769206,127.0204603
294,1120011500,37.54156347,127.0534244
295,1159010400,37.51424946,126.9516927
296,1129013300,37.61038565,127.0052656
297,1153010100,37.50805804,126.8884846
298,1162010200,37.46799949,126.9217597
299,1154510200,37.46978874,126.8892437
300,1147010100,37.52536384,126.8504982
301,1165010700,37.50308016,126.9956751
302,1121510200,37.55097411,127.0870762
303,1168011500,37.48847673,127.0987947
304,1162010200,37.48657207,126.920984
305,1135010400,37.63655372,127.0695673
306,1171010800,37.48335186,127.1230309
307,1147010200,37.54672234,126.8771261
308,1154510100,37.48236094,126.8828276
309,1168010300,37.47472605,127.0492934
310,1168010500,37.51471799,127.0643401
311,1150010300,37.5299223,126.8606447
312,1171010100,37.51130447,127.0981244
313,1123010600,37.56850975,127.0687729
314,1129010100,37.59464654,126.9991111
315,1171010700,37.50109279,127.1241128
316,1171011400,37.50124202,127.1469682
317,1162010100,37.48772161,126.9324673
318,1130510100,37.61458728,127.0305026
319,1135010500,37.65526643,127.0613779
320,1121510400,37.54613669,127.104891
321,1138010300,37.62562747,126.9286855
322,1126010500,37.60118301,127.1086259
323,1165010100,37.47800517,127.0064916
324,1159010200,37.49589223,126.9362526
325,1117010800,37.55226214,126.9657259
326,1141011700,37.56926501,126.9283727
327,1168010100,37.49425251,127.0316079
328,1168010100,37.49042563,127.0330256
329,1144010200,37.54967709,126.9535619
330,1174010700,37.55154259,127.1277102
331,1129011900,37.59377454,127.0175805
332,1130510300,37.64380412,127.0278567
333,1162010200,37.47668944,126.913325
334,1138011000,37.58454026,126.9099702
335,1147010100,37.52683023,126.8586214
336,1147010300,37.52359922,126.8286347
337,1162010200,37.47162696,126.9382584
338,1165010200,37.48367645,127.0340963
339,1159010500,37.50840423,126.9611624
340,1147010300,37.52929449,126.8323471
341,1130510100,37.61270701,127.0330528
342,1141011900,37.58190889,126.918749
343,1165010800,37.48942704,127.0082175
344,1135010400,37.64086526,127.070148
345,1138010700,37.59931805,126.9178969
346,1117013600,37.52827628,126.999184
347,1168010100,37.50405248,127.0257019
348,1126010100,37.58729861,127.0980462
349,1135010500,37.67911034,127.0549331
350,1138010800,37.60525239,126.9106647
351,1147010200,37.53555082,126.864078
352,1171010800,37.4872597,127.1226573
353,1120011500,37.54732058,127.064657
354,1168010500,37.50773742,127.0544851
355,1120011400,37.53982357,127.0499498
356,1121510500,37.5324139,127.0756825
357,1156012800,37.53665809,126.8953131
358,1121510300,37.53765018,127.0850888
359,1165010100,37.49783435,126.9859855
360,1126010200,37.59469697,127.0887618
361,1171011100,37.52034939,127.1157765
362,1168011200,37.47469248,127.1049862
363,1126010400,37.61638637,127.0796393
364,1114015500,37.56700828,126.9913083
365,1150010300,37.52779161,126.8398488
366,1126010100,37.58458088,127.0844468
367,1132010500,37.64792402,127.033605
368,1165010800,37.50200577,127.0244504
369,1165010100,37.4854367,126.9850336
370,1132010800,37.67551316,127.0468393
371,1135010600,37.64975314,127.0763493
372,1168010100,37.50838169,127.0383024
373,1117011200,37.53792807,126.9679607
374,1129013800,37.61386149,127.0487142
375,1111011400,37.57578226,126.9712197
376,1114010800,37.56743404,126.9842164
377,1123010600,37.56880635,127.069822
378,1144012500,37.56827565,126.8972574
379,1174010600,37.53262083,127.1462602
380,1147010200,37.54309582,126.873831
381,1171010800,37.48628446,127.118745
382,1126010300,37.59688122,127.0753386
383,1162010200,37.4655664,126.931652
384,1120011000,37.55430277,127.0201021
385,1111015600,37.57004233,126.9899655
386,1129013400,37.6047493,127.0230196
387,1135010200,37.61981638,127.0575759
388,1141011600,37.5580055,126.9387317
389,1156011000,37.52495775,126.9390077
390,1147010200,37.54859407,126.8636877
391,1153010700,37.49466082,126.8602533
392,1154510100,37.47835448,126.8793597
393,1165010700,37.49781335,126.9961867
394,1153010700,37.50075964,126.8489755
395,1117010700,37.54941996,126.971469
396,1168010700,37.52642135,127.0284657
397,1162010100,37.47852911,126.9615874
398,1129013600,37.60453827,127.0258311
399,1129012500,37.58648758,127.0309577
400,1121510900,37.55273062,127.0742772
401,1171010900,37.47811464,127.1264049
402,1159010700,37.48192535,126.978037
403,1135010600,37.64731067,127.0739658
404,1111013500,37.56976805,126.9873996
405,1114010500,37.56593198,126.9866252
406,1129011900,37.59635214,127.0198228
407,1144011500,37.54439575,126.9223691
408,1162010200,37.46755566,126.9364169
409,1138010400,37.61415373,126.9125283
410,1153011000,37.49570063,126.8175357
411,1126010200,37.59777936,127.0853722
412,1168010500,37.51839214,127.0595317
413,1120011200,37.54802783,127.0153294
414,1156011000,37.52959309,126.9215412
415,1132010800,37.67295529,127.04363
416,1168010100,37.49685996,127.0397507
417,1168010100,37.49947669,127.0280798
418,1117010300,37.53482224,126.9870124
419,1171010200,37.517612,127.1124151
420,1117011200,37.54086779,126.9682257
421,1123010500,37.57267354,127.0586684
422,1138010300,37.61047571,126.9310662
423,1162010100,37.4816722,126.9461441
424,1171010500,37.50745091,127.1032493
425,1120011500,37.54450022,127.064647
426,1165010700,37.50116032,126.9871619
427,1129013600,37.60141115,127.0411718
428,1141011600,37.55857053,126.9364374
429,1153010800,37.48934368,126.8252008
430,1165010800,37.48242354,127.0057999
431,1129013900,37.60466453,127.0602927
432,1159010700,37.47997629,126.9808449
433,1168010700,37.51873288,127.0237915
434,1135010300,37.62616244,127.0738544
435,1132010700,37.65302947,127.049824
436,1171010500,37.5027433,127.0979786
437,1135010300,37.62524892,127.0734126
438,1135010600,37.65216559,127.0772034
439,1129013300,37.56090536,126.96701
440,1147010100,37.52152203,126.8585099
441,1141012000,37.57387096,126.9196577
442,1123010600,37.57028317,127.066283
443,1168011800,37.48848036,127.0486894
444,1168010400,37.52531002,127.049127
445,1129013500,37.6019072,127.0334984
446,1150010200,37.55712434,126.8615549
447,1168010600,37.50328868,127.0502999
448,1171011100,37.50951516,127.1141059
449,1168010100,37.49865626,127.0280225
450,1120010900,37.55539717,127.0249545
451,1150010900,37.57818364,126.813289
452,1147010100,37.51870442,126.8532022
453,1121510400,37.54272506,127.1017746
454,1150010500,37.56037482,126.8281723
455,1150010900,37.56645191,126.8150485
456,1168010400,37.52206754,127.0414867
457,1120010500,37.56275912,127.0415089
458,1162010200,37.48442208,126.9125233
459,1144011000,37.55460352,126.9381688
460,1150010300,37.54926978,126.8469511
461,1174010600,37.52821743,127.139194
462,1156011100,37.52384641,126.8963958
463,1141011400,37.56380069,126.9429168
464,1153010200,37.48427224,126.8992622
465,1114010500,37.56660558,126.9884725
466,1150010100,37.54987555,126.873299
467,1111016800,37.5832584,127.0024225
468,1154510300,37.45085121,126.9001138
469,1141011000,37.56509639,126.9528256
470,1132010700,37.64499692,127.0459376
471,1150010300,37.53029522,126.844313
472,1132010700,37.64570911,127.0538154
473,1159010200,37.49563084,126.9342433
474,1168010800,37.51529737,127.0223997
475,1159010700,37.48339252,126.9716285
476,1168010800,37.50744949,127.0333829
477,1111015700,37.57308763,126.9973394
478,1174010100,37.55334619,127.1439188
479,1154510100,37.47948554,126.8846229
480,1114017300,37.55500524,126.9672046
481,1156010400,37.51765182,126.9075503
482,1168010600,37.50561676,127.0552131
483,1174010500,37.53503672,127.1364905
484,1138010200,37.60843261,126.9263499
485,1150010300,37.53781614,126.836695
486,1120010700,37.55572024,127.0335633
487,1165010800,37.49662862,127.0268953
488,1171010800,37.48475927,127.1184237
489,1162010200,37.46802955,126.9592795
490,1111017300,37.58454397,126.9957025
491,1171011100,37.50945872,127.1234495
492,1171010800,37.48871585,127.1221766
493,1165010200,37.46182708,127.0353609
494,1141011600,37.559025,126.9358763
495,1130510300,37.63406922,127.0208684
496,1156010400,37.51834737,126.9096895
497,1153010200,37.48330007,126.8935778
498,1153010700,37.50204085,126.8473046
499,1159010200,37.50397393,126.9391804
500,1165010800,37.49168224,127.0117498
501,1132010600,37.66810349,127.0342615
502,1171011300,37.49195237,127.1445182
503,1121510100,37.55741305,127.0936302
504,1114016300,37.56594086,127.0164407
505,1144012700,37.58161368,126.8860333
506,1117010200,37.54191478,126.9871653
507,1130510300,37.63358085,127.0217359
508,1111017400,37.57484042,127.0107198
509,1165010100,37.48259829,126.9839753
510,1141011800,37.5814511,126.9248581
511,1117013600,37.53055873,126.9973885
512,1171011100,37.50639306,127.1207482
513,1120011500,37.53669817,127.0591095
514,1171010800,37.47961708,127.1248723
515,1114014600,37.56447337,127.0079705
516,1117012900,37.52114913,126.9688254
517,1168010600,37.5057443,127.0587743
518,1147010200,37.53566522,126.8798265
519,1129011200,37.58432563,127.0103905
520,1129010800,37.59064063,127.0167045
521,1123010400,37.57588381,127.0578582
522,1130510300,37.63772385,127.0226106
523,1144010800,37.55408505,126.9456685
524,1147010300,37.53617707,126.8285738
525,1174010500,37.54400596,127.1431882
526,1153010100,37.50955645,126.8849447
527,1123010600,37.56920786,127.0704622
528,1168010100,37.50191631,127.0267136
529,1168010600,37.4983451,127.0608463
530,1141011700,37.56598989,126.9298798
531,1174010900,37.53724676,127.1294609
532,1159010500,37.50805968,126.9639948
533,1126010200,37.59651673,127.0875506
534,1144010100,37.5533532,126.9566002
535,1174010200,37.55504023,127.1539271
536,1144010200,37.54443594,126.9518585
537,1132010700,37.65882831,127.0415559
538,1132010500,37.64950255,127.0163709
539,1117010200,37.54470678,126.9828274
540,1111018300,37.6149867,126.978518
541,1111017700,37.56714931,126.9659503
542,1114011800,37.55626573,126.9743289
543,1129013300,37.60149548,127.0196307
544,1150010200,37.56088596,126.854548
545,1129013300,37.59919061,127.0176792
546,1114016200,37.5538725,127.0117214
547,1153010100,37.50546526,126.8839424
548,1126010200,37.59288302,127.0756485
549,1129013600,37.60343719,127.0376916
550,1174010900,37.54178115,127.1346474
551,1144010800,37.55329669,126.9451703
552,1144012600,37.5682603,126.9111357
553,1141011600,37.55702304,126.9346938
554,1138011400,37.64239753,126.9229605
555,1117010400,37.54343208,126.971936
556,1162010200,37.48502224,126.9140976
557,1156013200,37.50735556,126.9127223
558,1135010300,37.62880828,127.0826696
559,1162010200,37.48422259,126.9271689
560,1130510300,37.63934269,127.020074
561,1117013000,37.53946997,126.9952551
562,1144010900,37.54473048,126.945472
563,1114012500,37.56155955,126.9884501
564,1162010100,37.48493375,126.9552458
565,1117011100,37.54171561,126.9703867
566,1114016500,37.5656137,127.0226141
567,1144011500,37.54873894,126.9214012
568,1144012000,37.55422461,126.9123812
569,1159010800,37.49862434,126.9205731
570,1138010700,37.59539642,126.9157003
571,1168010500,37.50947994,127.0560466
572,1138010900,37.59051948,126.9056821
573,1120010400,37.56248978,127.0349926
574,1111018200,37.60686393,126.9584241
575,1129013900,37.60701682,127.0614976
576,1153010200,37.48157815,126.8973344
577,1147010300,37.53515034,126.8249917
578,1150010200,37.55989699,126.8455197
579,1147010100,37.51973076,126.8727682
580,1117012200,37.53889956,126.969837
581,1174010300,37.54979434,127.1753307
582,1121510100,37.5627224,127.0822468
583,1171010100,37.50635494,127.0872127
584,1120010100,37.5678143,127.0250417
585,1144012700,37.57465835,126.8956916
586,1135010500,37.65566386,127.0683202
587,1132010500,37.65872669,127.0280362
588,1171010800,37.48554259,127.1231862
589,1141012000,37.57387096,126.9196577
590,1162010100,37.46924676,126.9655255
591,1168011400,37.49058115,127.0853692
592,1144010400,37.54230161,126.9489463
593,1168010100,37.50687451,127.0413304
594,1156013300,37.49828118,126.8990114
595,1144011500,37.54558308,126.9231328
596,1144011800,37.54749092,126.9199141
597,1168010600,37.50033547,127.0528254
598,1144012700,37.57996634,126.8852427
599,1123010900,37.58567596,127.060973
600,1168011800,37.48692063,127.0452265
601,1168010600,37.49778896,127.0543843
602,1174010800,37.53047441,127.1250704
603,1123010500,37.56594412,127.0611076
604,1153010700,37.50124553,126.8452133
605,1156011800,37.51130523,126.9004037
606,1150010500,37.56023543,126.8368558
607,1117011700,37.53441079,126.9604057
608,1138010700,37.59931805,126.9178969
609,1156011800,37.50633726,126.9000581
610,1117012900,37.51937378,126.9750038
611,1159010700,37.48533349,126.969985
612,1144011500,37.54776582,126.9223885
613,1111017500,37.57370579,127.0227008
614,1165010800,37.48386577,127.0090825
615,1144010200,37.54467543,126.9483924
616,1168010400,37.52264065,127.0421582
617,1144012300,37.56195382,126.9044023
618,1171010800,37.48811901,127.1110454
619,1168010600,37.49563217,127.0721553
620,1153010700,37.49869424,126.8561886
621,1138010300,37.62202232,126.9295642
622,1150010500,37.56929501,126.8254517
623,1144012300,37.55867998,126.9001945
624,1159010500,37.50696163,126.9661929
625,1156011000,37.52935245,126.9198589
626,1121510300,37.54159438,127.0836148
627,1121510100,37.55442454,127.0881659
628,1154510300,37.44106465,126.9029014
629,1168010100,37.49239049,127.0319938
630,1153010800,37.49602779,126.8460626
631,1141011900,37.57711853,126.9092972
632,1153010700,37.50141059,126.8427452
633,1121510100,37.55531738,127.0917768
634,1168010400,37.52369023,127.0460365
635,1111012200,37.57095102,126.9814178
636,1114016900,37.56522924,126.9679124
637,1168010100,37.50470453,127.0261005
638,1171010100,37.51066377,127.0944673
639,1120011500,37.53652364,127.0575615
640,1135010600,37.64821198,127.0763004
641,1165010200,37.4838364,127.0360278
642,1144012200,37.549434,126.910742
643,1138010200,37.60572387,126.9296959
644,1129010200,37.58904601,127.0049043
645,1168010800,37.51280738,127.020939
646,1123010300,37.58458509,127.0329978
647,1171010100,37.50645412,127.0814091
648,1150010200,37.5502768,126.8634584
649,1111014200,37.57966117,126.9821256
650,1174010900,37.54287953,127.1394554
651,1174010900,37.54616409,127.1413415
652,1144012500,37.56717183,126.9142645
653,1135010200,37.62154017,127.057928
654,1129011800,37.59377704,127.020049
655,1153010200,37.4918077,126.888963
656,1144010200,37.54728298,126.95183
657,1156013200,37.50217575,126.9040775
658,1153010200,37.48515736,126.8927363
659,1138010400,37.62059424,126.9172261
660,1144012300,37.55466696,126.9007967
661,1153010300,37.47934651,126.8918723
662,1168010100,37.50145198,127.0426664
663,1150010200,37.56257007,126.8516812
664,1111016900,37.58366488,127.0025416
665,1121510500,37.53236324,127.0703766
666,1165010800,37.49510536,127.0279329
667,1144012500,37.5689548,126.9063373
668,1120010700,37.56490119,127.0367839
669,1171010700,37.4931042,127.1258458
670,1138010800,37.60685479,126.9203134
671,1154510200,37.46427277,126.9006407
672,1156013300,37.49587734,126.8982551
673,1168010800,37.50951699,127.0316822
674,1153011000,37.49520291,126.8182221
675,1159010100,37.51245501,126.9424424
676,1123011000,37.59871469,127.0576609
677,1130510400,37.64929349,127.0139939
678,1130510100,37.61332884,127.0308701
679,1138011000,37.58452446,126.9072871
680,1144012000,37.54902648,126.916395
681,1138010700,37.58819546,126.9164954
682,1171010800,37.4845513,127.1207441
683,1147010300,37.52279799,126.8341679
684,1138010900,37.59870737,126.9112584
685,1168010500,37.51481381,127.0650629
686,1141010200,37.56414501,126.9614075
687,1144012300,37.56153636,126.9040801
688,1159010200,37.50457,126.9373284
689,1165010100,37.49310623,126.9831205
690,1144011500,37.54924777,126.9228538
691,1144010200,37.55006111,126.9603128
692,1159010200,37.49456605,126.9603589
693,1111014900,37.58280482,126.9893516
694,1138010400,37.61988384,126.9163982
695,1135010300,37.62306629,127.0893446
696,1154510200,37.4608342,126.8932872
697,1117011000,37.54537203,126.9701779
698,1138010700,37.58602989,126.9181233
699,1144012400,37.56439376,126.9237903
700,1174010300,37.54979434,127.1753307
701,1135010200,37.62561351,127.0512607
702,1159010100,37.5125662,126.9367625
703,1156013200,37.51302204,126.9224358
704,1156012800,37.53513473,126.8981417
705,1144011000,37.55377115,126.9387918
706,1168011000,37.52770162,127.0176671
707,1114015500,37.56639198,126.9898337
708,1135010500,37.65431747,127.0621492
709,1111010600,37.57781011,126.9723126
710,1159010700,37.48416388,126.979533
711,1144012700,37.58131283,126.8885286
712,1141012000,37.57831876,126.9232389
713,1168010100,37.50646167,127.0337915
714,1156013300,37.49333522,126.8990953
715,1129010400,37.58999318,127.0082433
716,1114016700,37.56639116,126.9740656
717,1171010700,37.49898169,127.1201226
718,1144011100,37.5441459,126.9365518
719,1174010200,37.56054837,127.1555627
720,1114015800,37.56237069,126.9905785
721,1168010600,37.50462276,127.0537326
722,1168010700,37.5190274,127.0256316
723,1120010700,37.56121473,127.036639
724,1153010700,37.49386955,126.8585578
725,1114011800,37.5570885,126.9736159
726,1117011300,37.53558429,126.9626976
727,1126010400,37.60922648,127.0743137
728,1165010100,37.4791021,127.0008691
729,1117013000,37.53913515,126.9887532
730,1156013300,37.49146959,126.8961487
731,1144012500,37.56341265,126.9033395
732,1168010100,37.4958722,127.0412788
733,1147010300,37.51818501,126.8461287
734,1121510200,37.55194119,127.0770258
735,1174010100,37.54616961,127.1483238
736,1162010100,37.47561689,126.9685808
737,1132010600,37.66385699,127.0461157
738,1171010400,37.50718206,127.10582
739,1156011500,37.53236483,126.8967794
